class,natura,desc_capt,url_track,unique_tokens,desc_capt_de
6,natura,"Pirsche leise und du siehst Hirsche Start an der Menzenschwander Brücke , Einstieg zum P(H)irschpfad zur Tierlache, Leise wird‘s was mit der Pirsch auf den Hirsch , Unbeschreiblich , Blick nach St. Blasien , Hütte Tierlache, Foto, Dom- Alpen- Hirschblick, Informationen zum Rothirschkonzept",https://www.wikiloc.com/hiking-trails/phirsch-pfad-zur-tierlachenhutten-amp-schattenboden-runde-29346300,38,"Pirsche leise und du siehst Hirsche Start an der Menzenschwander Brücke , Einstieg zum P(H)irschpfad zur Tierlache, Leise wird‘s was mit der Pirsch auf den Hirsch , Unbeschreiblich , Blick nach St. Blasien , Hütte Tierlache, Foto, Dom- Alpen- Hirschblick, Informationen zum Rothirschkonzept"
6,natura,Pfaffenhofen 7Brunnen Weisser Steinbruch,https://www.wikiloc.com/hiking-trails/pfaffenhofen-7brunnen-weisser-steinbruch-24193125,4,Pfaffenhofen 7brunnen Weisser Steinbrukel
6,natura,"Rundgang Foto, Foto, Foto, Foto, Wasserfall , Foto, Foto",https://www.wikiloc.com/hiking-trails/horschbachwasserfall-29371741,3,"Rundgang Foto, Foto, Foto, Foto, Wasserfall , Foto, Foto"
6,natura,"Nun - da wollte ich es mal wissen: Eine Tageswanderung über 30 km! Die Landschaft ist traumhaft und mit einigen Höhenmetern. Besonders hat mir der Wasserpfad bei Sulz gefallen. Hatte allerdings das Verbotsschild beim ""Eingang"" übersehen und erst am Ende gemerkt, dass der Weg aus Schutzgründen in der Zeit vom 01.10. bis 30.04. gesperrt ist. Sollte man innerhalb dieses Zeitraums die Wanderung unternehmen, dann gibt es einen Parallelweg direkt daneben. Für Wanderlustige, die eine abgekürzte Route wünschen, habe ich diese mit zwei Wegpunkten markiert. GEDENKSTEIN, ALTDORFER HÜTTE, ALTE EICHEN, AUSSICHT, BILDSTOCK UND GEDENKSTEIN ANNO 1807, BILDSTOCK IN SULZ, BILDSTOCK, Feldweg Alternative, Friedhof, Friedhofstrasse Ende, GEDENKSTEIN, KAPELLE WALLBURG, WALLBURG, Wenige Parkplätze neben dem Friedhof!, WASSERPFAD, Wegweiser rechts - alternative Abkürzung, Wegweiser",https://www.wikiloc.com/hiking-trails/rundwanderung-wallburg-sulz-ettenheimmunster-24188371,95,"Nun - da wollte ich es mal wissen: Eine Tageswanderung über 30 km! Die Landschaft ist traumhaft und mit einigen Höhenmetern. Besonders hat mir der Wasserpfad bei Sulz gefallen. Hatte allerdings das Verbotsschild beim ""Eingang"" übersehen und erst am Ende gemerkt, dass der Weg aus Schutzgründen in der Zeit vom 01.10. bis 30.04. gesperrt ist. Sollte man innerhalb dieses Zeitraums die Wanderung unternehmen, dann gibt es einen Parallelweg direkt daneben. Für Wanderlustige, die eine abgekürzte Route wünschen, habe ich diese mit zwei Wegpunkten markiert. GEDENKSTEIN, ALTDORFER HÜTTE, ALTE EICHEN, AUSSICHT, BILDSTOCK UND GEDENKSTEIN ANNO 1807, BILDSTOCK IN SULZ, BILDSTOCK, Feldweg Alternative, Friedhof, Friedhofstrasse Ende, GEDENKSTEIN, KAPELLE WALLBURG, WALLBURG, Wenige Parkplätze neben dem Friedhof!, WASSERPFAD, Wegweiser rechts - alternative Abkürzung, Wegweiser"
6,natura,"Dag 41 Foto, Foto, Mummelsee, Foto, Foto, Foto, Foto, Foto, Foto, Wildsee, Foto, Foto, Bellen , Foto, Skischans , Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/unterstmatt-bad-antogast-26983014,7,"DAG 41 Fotos, Fotos, Mummelsee, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Wildsee, Fotos, Fotos, Bellen, Fotos, Skischaner, Fotos, Fotos, Fotos, Fotos"
6,natura,"Hornisgrinde Hornisgrinde Biberkessel, Dreifürstenstein",https://www.wikiloc.com/hiking-trails/hornisgrinde-28466142,3,"Hornisgrinde Hornisgrinde Biberkessel, Dreifürstenstein"
6,natura,"Klebwald und Hohe Warte Aufstieg im Klebwald, Kleb 375m, Aussicht im Klebwald, Waldweg zum Aussichtturm, Rastplatz mit Sitzgelegenheit am Weg, Aussichtsturm „Hohe Warte“, Aussichtsplattform 36 Meter hoch. Frei zugänglich. Tolle Aussicht über den Nordschwarzwald., Hohe Warte, Blick vom Aussichtsturm „Hohe Warte“ ins Nagoldtal, flussaufwärts , Blick vom Aussichtsturm „Hohe Warte“ nach Norden Richtung Kraichgau, Rastplätzen b, Pfad am Hang entlang, Durch den Bannwald, Komfortabler Hochsitz, Umgestürzter Baum, Pilz am Wegesrand, Walderlebnispfad",https://www.wikiloc.com/hiking-trails/unterreichenbach-26396575,52,"Klebwald und Hohe Warte Aufstieg im Klebwald, Kleb 375m, Aussicht im Klebwald, Waldweg zum Aussichtturm, Rastplatz mit Sitzgelegenheit am Weg, Aussichtsturm „Hohe Warte“, Aussichtsplattform 36 Meter hoch. Frei zugänglich. Tolle Aussicht über den Nordschwarzwald., Hohe Warte, Blick vom Aussichtsturm „Hohe Warte“ ins Nagoldtal, flussaufwärts , Blick vom Aussichtsturm „Hohe Warte“ nach Norden Richtung Kraichgau, Rastplätzen b, Pfad am Hang entlang, Durch den Bannwald, Komfortabler Hochsitz, Umgestürzter Baum, Pilz am Wegesrand, Walderlebnispfad"
4,natura,Up and down to Belchen mountain from the sky station. There is a nice circular trail arounf the peak which provides panoramic views.,https://www.wikiloc.com/hiking-trails/belchen-from-the-ski-station-germany-april-2018-24616077,22,"Rauf zum Belchens Mountain vom Himmelsstation. Es gibt einen schönen kreisförmigen Weg, der den Peak bietet, der Panoramablick bietet."
6,natura,"Montée à Belchen Photo, Photo, Photo, Photo, Photo, Photo, ""The path on the left was cloth, I dont know why... We took it anyway..."", Photo, Photo",https://www.wikiloc.com/hiking-trails/montee-a-belchen-26735609,18,"Montée à Belken Foto, Foto, Foto, Foto, Foto, Foto, ""Der Weg links war Stoff, ich weiß nicht warum ... wir haben es trotzdem gemacht ..."", Foto, Foto"
6,natura,"On and off trails Parking lot, Photo, Fire pit, Gate to schonbuch nature area, 50 meters south",https://www.wikiloc.com/hiking-trails/unterjesingen-holzgerlingen-24651738,17,"Auf und außerhalb von Wegen Parkplatz, Foto, Feuerstelle, Tor zum Naturgebiet von Schonbuch, 50 Meter südlich südlich"
4,natura,PUJADA AMB FUNICULAR -- VOLTA CIRCULAR PER TOT EL MONTEE AMB MAGNIFIQUES VISTES DELS ALPS,https://www.wikiloc.com/hiking-trails/montee-belchen-selva-negra-28350944,13,Mit funicular - kreisförmiger Gewölbe im gesamten Montee mit herrlichen Ansichten der Alpen aufsteigen
6,natura,"Wer kennt sie nicht, die leuchtend grün-gelben Tassen, Teller und Eierbecher mit Schwarzwald-Hahn und Schwarzwald-Henne? Das sympathische Hühnerpaar begleitet Sie auch auf der 14 Kilometer langen „Hahn-und-Henne-Runde“ durch die Ferienlandschaft Mittlerer Schwarzwald Gengenbach Harmersbachtal. ***** Bestellen Sie sich den Flyer bei der Tourist-Info Zell am Harmersbach, Telefon 07835 636947. Den Flyer gibt es auch unter www.mittlererschwarzwald.de zum Download. Am Adlerteich, UnterharmersbachBachwegle, Grillstelle Hinterhambach, Jägereckle, Höllhaken, Bergbauernhof, Haldeneck, Vogt auf Mühlstein, Der Vogt auf Mühlstein wurde bekannt durch die traurige Geschichte zweier Liebenden, die nicht zusammen kommen durften. Erzählt vom Heimatschriftsteller Heinrich Hansjakob, angesiedelt Ende des 18. Jhs. Urig ist die Gaststätte auf der Passhöhe, noch wie vor 100 Jahren ist der Gastraum., Heugrabeneck, Kuhhornkopfhütte, Oberburehof, Besenwirtschaft in einem schönen Wiesenseitental bei Zell am Harmersbach., Eckwald-Pavillon, Sportplatz Unterharmersbach",https://www.wikiloc.com/hiking-trails/geniesserpfad-hahn-und-henne-runde-in-zell-am-harmersbach-premiumweg-26329772,99,"Wer kennt sie nicht, die leuchtend grün-gelben Tassen, Teller und Eierbecher mit Schwarzwald-Hahn und Schwarzwald-Henne? Das sympathische Hühnerpaar begleitet Sie auch auf der 14 Kilometer langen „Hahn-und-Henne-Runde“ durch die Ferienlandschaft Mittlerer Schwarzwald Gengenbach Harmersbachtal. ***** Bestellen Sie sich den Flyer bei der Tourist-Info Zell am Harmersbach, Telefon 07835 636947. Den Flyer gibt es auch unter www.mittlererschwarzwald.de zum Download. Am Adlerteich, UnterharmersbachBachwegle, Grillstelle Hinterhambach, Jägereckle, Höllhaken, Bergbauernhof, Haldeneck, Vogt auf Mühlstein, Der Vogt auf Mühlstein wurde bekannt durch die traurige Geschichte zweier Liebenden, die nicht zusammen kommen durften. Erzählt vom Heimatschriftsteller Heinrich Hansjakob, angesiedelt Ende des 18. Jhs. Urig ist die Gaststätte auf der Passhöhe, noch wie vor 100 Jahren ist der Gastraum., Heugrabeneck, Kuhhornkopfhütte, Oberburehof, Besenwirtschaft in einem schönen Wiesenseitental bei Zell am Harmersbach., Eckwald-Pavillon, Sportplatz Unterharmersbach"
6,natura,"Avui ens ha acompanyat un dia gris, però amb uns paisatges de somni. Hem descobert que la Donauradweg no és plana!!! Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/bicycle-touring-trails/donauradweg-etapa2-tuttlingen-mengen-28209975,22,"Heute hat uns einen grauen Tag begleitet, aber mit verträumten Landschaften. Wir haben herausgefunden, dass der Donuradweg nicht flach ist !!! Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto"
6,natura,"Tailfingen-Schiltach Foto, Neukirche, Foto, Foto, Foto, Foto, Schillach",https://www.wikiloc.com/bicycle-touring-trails/tailfingen-alemania-a-schiltach-alemania-25090625,4,"Tailfingen-Schiltach Foto, Neukirche, Foto, Foto, Foto, Foto, Schillach"
6,natura,"Burgern und Schlösser Tour (27.07.2018) Foto, Foto",https://www.wikiloc.com/cycling-trails/burgern-und-schlosser-tour-27-07-2018-26978574,6,"Burgern und Schlösser Tour (27.07.2018) Foto, Foto"
6,natura,"Energietour Tübingen(24.07.2018) Foto, Foto, Foto",https://www.wikiloc.com/cycling-trails/energietour-tubingen24-07-2018-26899105,3,"Energy Tour Tübingen (24.07.2018) Foto, Foto, Foto"
6,natura,"Wanderweg auf dem Höhenrücken entlang dem Jakobs-Pilgerweg. Aufstieg zum Höhenweg, Schäfers Sonntagslied, Aussicht auf Schwäbische Alb und Neckartal, Blick auf Sportanlagen und Bahnhof, Bismarkturm, Waldweg zur Wurmlinger Kapelle, Pfad, Wegzeichen südöstlicher Burgstall, Blick auf die Wurmlinger Kapelle, Rastplatz am Sattel, Die Kapelle - Gedicht von Ludwig Uhland, Blick von der Wurmlinger Kapelle Richtung Hirschau - Tübingen, Ziel: Wurmlinger Kapelle",https://www.wikiloc.com/hiking-trails/von-schloss-hohentubingen-zur-wurmlinger-kapelle-30197495,41,"Wanderweg auf dem Höhenrücken entlang dem Jakobs-Pilgerweg. Aufstieg zum Höhenweg, Schäfers Sonntagslied, Aussicht auf Schwäbische Alb und Neckartal, Blick auf Sportanlagen und Bahnhof, Bismarkturm, Waldweg zur Wurmlinger Kapelle, Pfad, Wegzeichen südöstlicher Burgstall, Blick auf die Wurmlinger Kapelle, Rastplatz am Sattel, Die Kapelle - Gedicht von Ludwig Uhland, Blick von der Wurmlinger Kapelle Richtung Hirschau - Tübingen, Ziel: Wurmlinger Kapelle"
6,natura,"Ruta Klösterle-Schleife, Cascada i Miradores. Inicio i mapa de la ruta., Cascada., Mirador., Picnic., Mirador., Mirador, Mirador., Mirador, Final de la ruta,Klösterle-Schleife.",https://www.wikiloc.com/hiking-trails/ruta-klosterle-schleife-cascada-i-miradores-27900654,12,"Klöster-Schleif-Route, Wasserfall und Aussichtspunkte. Home I Map of the Route., Cascade., Mirador., Picknick., Mirador., Mirador, Mirador., Mirador, Finale der Route, Klösterle-Kleife."
6,natura,"Dag 46 Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-villingen-im-schwarzwald-27142948,3,"Tag 46 Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto"
6,natura,"The sixth stage is again a varied hike over fields, through beautiful forests and past some isolated houses. While the first part is mainly forest roads, closer to Wehr we walk on narrower hiking paths in the wooded hills. Before arriving at the town of Wehr we walk past its water reservoir and climb down the stairs next to its cement wall.  Water Reservoir near Wehr (Wehra-Stausee)",https://www.wikiloc.com/hiking-trails/schluchtensteig-day-6-todtmoos-wehr-27692655,52,"Die sechste Stufe ist wieder eine abwechslungsreiche Wanderung über Feldern, durch schöne Wälder und an einigen abgelegenen Häusern vorbei. Während der erste Teil hauptsächlich Waldstraßen ist, gehen wir näher an Wehr auf schmalere Wanderwege in den bewaldeten Hügeln. Bevor wir in der Stadt Wehr ankommen, gehen wir an seinem Wasserreservoir vorbei und klettern die Treppe neben seiner Zementmauer hinunter.  Wasserreservoir in der Nähe von Wehr (Wehra-Stauer)"
6,natura,"Mediante esta ruta circular y partiendo del aparcamiento a la entrada unimos el Lago Titisee, uno de los principales centros turísticos de la Selva Negra para desviarnos hacia un pequeño lago a través del bosque: el lago Eissweier . Previamente en el camino pasamos por un sorprendente lugar conocido como Miniatur, bellisimas casas de madera en miniatura con maquetas en movimiento simulando un pueblo y todo movido por la fuerza del agua. Mirador al Lago Titisee, MIRADOR, Miniatur, MINIATUR, Lago Eisweiher, LAGO EISWEIHER",https://www.wikiloc.com/hiking-trails/lago-titisee-y-lago-eissweier-paseos-por-las-selva-negra-27019333,57,"Durch diese kreisförmige Route und aus dem Parkplatz am Eingang schließen wir uns dem Titisee Lake an, einem der Haupttouristenzentren des schwarzen Dschungels, um in Richtung eines kleinen Sees durch den Wald abzuweichen: dem Eissweier -See. Zuvor unterwegs wir einen überraschenden Ort, der als Miniatur bezeichnet wird, schöne Miniatur -Holzhäuser mit bewegenden Modellen, die eine Stadt simulieren, und alles, was mit der Wasserkraft bewegt wurde. Mirador zum Titisiesee, Mirador, Miniatur, Miniatur, Eisweih -See, Eisweihsee"
6,natura,"Todtnau Start , Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/todtnau-28390574,3,"Todtnau Start, Foto, Foto, Foto, Foto"
5,natura,"Das Auto kann man an der Albtalbrücke parken. Auf der L154 , der ""wildromantischen"" Straße geht es hier auch nicht weiter, da die Straße schon seit 2015 aus Sicherheitsgründen gesperrt ist.  Ausgangspunkt Albtalbrücke, Hotel ist geschlossen, wird wohl restauriert?, Foto, Granitfelsen, Pilze am Baum, Dem Albsteig folgend, Blick von der Peterskanzel, Bank Peterskanzel, Studinger Steg, Blick vom Studinger Steg, Blick vom Studinger Steg, Waldlichtung, die Alb, zum Schluss die Straße entlang, Albtalbrücke, Albtalbrücke",https://www.wikiloc.com/hiking-trails/schattiger-rundweg-bei-tiefenstein-27033675,53,"Das Auto kann man an der Albtalbrücke parken. Auf der L154 , der ""wildromantischen"" Straße geht es hier auch nicht weiter, da die Straße schon seit 2015 aus Sicherheitsgründen gesperrt ist.  Ausgangspunkt Albtalbrücke, Hotel ist geschlossen, wird wohl restauriert?, Foto, Granitfelsen, Pilze am Baum, Dem Albsteig folgend, Blick von der Peterskanzel, Bank Peterskanzel, Studinger Steg, Blick vom Studinger Steg, Blick vom Studinger Steg, Waldlichtung, die Alb, zum Schluss die Straße entlang, Albtalbrücke, Albtalbrücke"
6,natura,"Todtnau wild pass Photo, Photo",https://www.wikiloc.com/hiking-trails/todtnau-wild-pass-28425176,4,"Todtnau Wild Pass Foto, Foto, Foto"
4,natura,Selva negra 1,https://www.wikiloc.com/walking-trails/selva-negra-1-26536353,3,Schwarzer Dschungel 1
5,natura,"First, we walk through the forest on a hiking path next to the river Wutach; after that we approach Lenzkirch on open country roads, passing by some typical houses and farms. In Lenzkirch you can stock up on food and drinks in one of its supermarkets, cafés or restaurants. Then we continue through forest and fields on easy paths until we reach the small village Fischbach. Waypoint, Räuberschlössle, Waypoint, Höllochfelsen, Waypoint, Waypoint",https://www.wikiloc.com/hiking-trails/schluchtensteig-day-3-schattenmuhle-fischbach-27582489,55,"Zuerst gehen wir auf einem Wanderweg neben dem Fluss Wutach durch den Wald. Danach nähern wir uns Lenzkirch auf offenen Landstraßen, die an einigen typischen Häusern und Bauernhöfen vorbeikommen. In Lenzkirch können Sie sich mit Essen und Getränken in einem seiner Supermärkte, Cafés oder Restaurants eindecken. Dann fahren wir durch Wald und Felder auf einfachen Wegen fort, bis wir das kleine Dorf Fischbach erreichen. Wegpunkt, Räuterschlössle, Wegpunkt, Hölllochfelsen, Wegpunkt, Wegpunkt"
6,natura,"Ruta muy fácil de hcer con subidas y bajadas cortitas y llanos. Todo en sombra prácticamente. Sólo seguir lsd selañes.  Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, segundo puente donde se juntan dos ríos., unión de dos ramales, Foto, cascadilla, bosque frondoso.., río desde arriba, Foto, Puente, Foto, Foto, cadenas psra agarrarse a la roca, Foto, final, volvemos, puente, Foto, cascada",https://www.wikiloc.com/hiking-trails/schattemuhle-wutachmuler-garganta-del-wutach-selva-negra-39590399,44,"Sehr leicht zu HCER -Route mit kurzen und llan -Höhen und -absen. Alles im Schatten praktisch. Folgen Sie einfach LSD Selañes.  Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, zweite Brücke, auf der zwei Flüsse gesammelt werden. Vereinigung von zwei Zweigen, Foto, Cascadilla, Blattwald .., Fluss von oben, Foto, Brücke, Foto, Foto, Foto, Ketten"
6,natura,"Wutachschlucht Follow the Yellow diamond, Looking back, Tricky crossing. Look for route 5 and yellow diamond, Foto, Half way, Now blue dimond, Avalanche. No crossing. Finding another path., Detour, Why we had to change our path, No kidding!, Foto, Close to the Wuchtal, Foto",https://www.wikiloc.com/hiking-trails/wutachschlucht-28222593,35,"Wutachschlung folgt dem gelben Diamanten, schaut zurück, knifflige Kreuzung. Suchen Sie nach Route 5 und Yellow Diamond, Foto, auf halbem Weg, jetzt blaues Dimond, Lawine. Keine Kreuzung. Ein weiterer Weg finden., Umweg, warum wir unseren Weg ändern mussten, kein Scherz!, Foto, nahe am wuchtal, foto"
6,natura,"Schattenmühle -> Wutachmühle Foto, Foto, Shower Time, Foto, Foto, Break Time, Foto",https://www.wikiloc.com/hiking-trails/schattenmuhle-gt-wutachmuhle-25818485,7,"Schattenmuhlle -> Wutachmüchle Fotos, Fotos, Duschzeit, Fotos, Fotos, Zeitspanne, Fotos, Fotos"
6,natura,"Schattenmühle - Wutachmühle Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/schattenmuhle-wutachmuhle-34514316,3,"Schätze Mühlen - Wutachmalle Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto"
6,natura,"Teich - Bregenbach Parkplatz, Foto, In der Nähe vom Behahof, Foto, Die Sage vom Rappenfelsen, Behahof, Blockhaldel, Blockhalde, Neuer Wirtschaftsweg, Nicht in der Karte 2018 verzeichnet, Friedrichsfelsen, Ein Aussichtsfels ohne Aussicht, Brend, Foto, Foto",https://www.wikiloc.com/hiking-trails/rundweg-mit-umleitung-2018-balzer-herrgott-friedrichsfels-lochmuhle-24415708,26,"Teich - Bregenbach Parkplatz, Foto, In der Nähe vom Behahof, Foto, Die Sage vom Rappenfelsen, Behahof, Blockhaldel, Blockhalde, Neuer Wirtschaftsweg, Nicht in der Karte 2018 verzeichnet, Friedrichsfelsen, Ein Aussichtsfels ohne Aussicht, Brend, Foto, Foto"
6,natura,"Titisee to feldberg Photo, Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/feldberg-ort-30129732,4,"Titisiee zu Feldberg Foto, Foto, Foto, Foto, Foto"
5,natura,"Bonita ruta no circular por el curso del rio Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/wutach-46711264,10,"Schöne, nicht kreisförmige Route durch den Verlauf des Fotoflusses, Foto, Foto, Foto, Foto, Foto"
6,natura,"Dag 48 Foto, Camping, Foto, Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/sunthausen-mauenheim-27193939,4,"DAG 48 Fotos, Camping, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos"
6,natura,"Ull, tros final 15 km carretera. Punt per banyar-se., ""Fins i tot es pot seguir un tros del camí caminant per laigua.""",https://www.wikiloc.com/hiking-trails/circular-wutah-27431491,20,"Auge, letzte Stück 15 km Straße. Zeigen Sie zu Baden. ""Sie können sogar einem Stück der Straße folgen, die um das Wasser herumlaufen."""
4,natura,Wutachschlucht short trail,https://www.wikiloc.com/hiking-trails/wutachschlucht-short-trail-26873783,3,Wutachschluchter Kurzanlagen
6,natura,"Bärensee - 2 kleine Schlangen Baum im Weg, Glemsweiherweg",https://www.wikiloc.com/walking-trails/barensee-2-kleine-schlangen-24193102,8,"Bärensee - 2 kleine Schlangen Baum im Weg, Glemsweiherweg"
6,natura,"Lago titisse Photo, Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/lago-titisse-26894598,3,"Lago Titisse Foto, Foto, Foto, Foto, Foto"
