class,natura,desc_capt,url_track,unique_tokens,desc_capt_de
6,non-natura,"Hicimos una caminata hermosa que pasa por muchos caminos diferentes y con vegetación distinta. Empezamos al frente del camping y hostel waldkurbad (en donde nos estamos alojando y es espectacular porque tiene piscina, turcos y saunas). Empezamos a subir por un camino cerca a la carretera y de ahí ya empieza a ser señalizado todo. Lo ideal sería empezar a las 10am con un paso medio y así da tiempo para comer en St Valentin. El primer destino va a ser st Barbara. IMPORTANTE sigan las señales de rombo amarillas que se encuentran en los árboles. Casi en todos los cruces he hecho foto pero realmente está todo muy bien señalizado. Antes de St Barbara encontraran unos trailers. St Barbara es un restaurante muy lindo donde te puedes tomar algo. Luego habrá que devolver los pasos hasta la primer intersección que está señalizada (ese trozo lo he puesto en pausa y puso una línea recta hasta cuando le puse continuar así que por favor no equivocarse). La segunda señalización que seguimos era hacia St Valentin un hermoso restaurante para comer cosas típicas como los crepes salados o las pizzas alemanas. Luego si quieres un poco más puedes ir a kybfelsen, pero sino devuelve los pasos y sigue un poco más para terminar en un pueblito hermoso llamado Freiburg-Littenweiler.  Foto, Cruce de camino. Sigues para arriba, Foto, Cruce de caminos , Seguir por Santa Barbara , Otro cruce y seguir a st Barbara , Santa Barbara , Santa Barbara , Lugar para comer muy rico y tomarse algo. Abre a las 15, Subir a la izquierda, Foto, Foto, Foto, Foto, Foto, Foto, Hacia st Valentin. , Tomar el camino del medio, Cruce seguir por el de abajo , Usar camino pequeño a la derecha, Foto, Foto, Foto, Foto, Foto, Foto, El camino de la izquierda , Foto, Foto",https://www.wikiloc.com/hiking-trails/caminata-con-gastronomia-27875185,161,"Wir haben einen schönen Spaziergang gemacht, der viele verschiedene Wege und mit unterschiedlicher Vegetation durchläuft. Wir beginnen an der Spitze des Camping- und Hostel Waldkurbad (wo wir bleiben und spektakulär sind, weil es einen Pool, Türken und Saunen hat). Wir beginnen, eine Straße in der Nähe der Straße zu besteigen und von dort aus beginnt es bereits alles zu markieren. Das Ideal wäre, mit einem durchschnittlichen Schritt um 10 Uhr morgens zu beginnen, und es gibt Zeit zum Essen im St. Valentin. Das erste Ziel ist St. Barbara. Wichtig folgen Sie den gelben Rhombuszeichen in den Bäumen. Fast in allen Kreuzen habe ich ein Foto gemacht, aber alles ist wirklich sehr ausgeprägt. Bevor St. Barbara einige Trailer findet. St. Barbara ist ein sehr schönes Restaurant, in dem Sie etwas nehmen können. Dann müssen wir die Schritte an die erste Kreuzung zurückgeben (ich habe dieses Stück in eine Pause eingelegt und eine gerade Linie gestellt, bis ich weiter so weiterging, um keine Fehler zu machen). Die zweite Beschilderung, die wir folgen, war in Richtung St. Valentin, ein wunderschönes Restaurant, um typische Dinge wie salzige Crepes oder deutsche Pizzen zu essen. Wenn Sie dann ein bisschen mehr wollen, können Sie nach Kybfelsen gehen, aber die Stufen zurückgeben und ein bisschen mehr in einem schönen Dorf namens Freiburg-Littenweiler fortsetzen.  Foto, Kreuzung. Sie folgen, Foto, Crossroads, fahren nach Santa Barbara, eine weitere Kreuzung und folgen St. Barbara, Santa Barbara, Santa Barbara, dem Ort, um sehr reich zu essen und etwas zu nehmen. Öffnen Sie um 15 Uhr links, Foto, Foto, Foto, Foto, Foto, Foto in Richtung St. Valentin. Nehmen Sie den mittleren Pfad, Kreuz, um dem unten zu folgen. Verwenden Sie klein auf der rechten Seite, Foto, Foto, Foto, Foto, Foto, den linken Pfad, Foto, Foto"
6,non-natura,"Muerte en Alemania Foto, Foto, Wald hotel, Foto",https://www.wikiloc.com/hiking-trails/muerte-en-alemania-25215239,6,"Tod in Deutschlandfoto, Foto, Wald Hotel, Foto"
6,non-natura,"Carrerita por la selva negra Foto, Foto",https://www.wikiloc.com/running-trails/carrerita-por-la-selva-negra-26255940,6,"Carrerita für das schwarze Dschungelfoto, Foto"
6,non-natura,Eine kleine Runde im Kohlenbachertal bei Waldkirch-Kollnau.  Bank mit Ausblick,https://www.wikiloc.com/hiking-trails/kohlenbachertal-26203317,10,Eine kleine Runde im Kohlenbachertal bei Waldkirch-Kollnau.  Bank mit Ausblick
6,non-natura,Triberg - ruta cascada Foto,https://www.wikiloc.com/mountain-biking-trails/triberg-ruta-cascada-27675676,4,Triberg - Wasserfall Route Foto
6,non-natura,"Circular a la cascada de Triberg Gorg, Salt, Edtany, Foto",https://www.wikiloc.com/walking-trails/triberg-27498779,10,"Rundschreiben zur Kaskade von Triberg Gorg, Salz, Edtany, Foto"
6,non-natura,"La cascada de Triberg, en pleno corazón de la Selva Negra es una de las cascadas mas altas de Alemania, con un descenso de 163 mts dejando caer sus aguas el río Gutach junto a esta preciosa localidad famosa también por su reloj de cuco gigante.",https://www.wikiloc.com/hiking-trails/cascada-de-triberg-paseos-por-la-selva-negra-26984167,40,"Der Triberg -Wasserfall im Herzen des schwarzen Dschungels ist einer der höchsten Wasserfälle in Deutschland mit einer Rücknahme von 163 Metern, indem er sein Wasser den Gutach -Fluss neben dieser wunderschönen berühmten Stadt auch für seine riesige Cuco -Uhr fallen lässt."
5,non-natura,"Bersee Triberg Foto, Foto, Foto",https://www.wikiloc.com/walking-trails/bersee-triberg-27079784,3,"Bersee Triberg Foto, Foto, Foto"
6,non-natura,"Triberg Waßerfall im Schwarzwald Waßerfall, bach, Waßerfall, Ausgang",https://www.wikiloc.com/hiking-trails/triberg-wasserfall-im-schwarzwald-28563455,6,"Triberg Waßerfall im Schwarzwald Waßerfall, bach, Waßerfall, Ausgang"
6,non-natura,"Todtmoos Rundweg Historischer Bierkeller, Ibacher Kreuz 1055m, Wehraquelle",https://www.wikiloc.com/hiking-trails/todtmoos-rundweg-29596797,9,"Todtmoos Rundweg Historischer Bierkeller, Ibacher Kreuz 1055m, Wehraquelle"
6,non-natura,"Triberg im Schwarzwald Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-24378286,4,"Triberg im Schwarzwald Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto"
5,non-natura,"Triberg im Schwarzwald,ruta alternativa Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-ruta-alternativa-23614316,6,"Triberg im Schwarzwald,ruta alternativa Foto, Foto, Foto, Foto"
6,non-natura,Primo giorno fn Minigolf,https://www.wikiloc.com/hiking-trails/primo-giorno-fn-27683347,4,Erster Tag Fn Minigolf
6,non-natura,Teich - Triberg im Schwarzwald Foto,https://www.wikiloc.com/hiking-trails/teich-triberg-im-schwarzwald-28344819,5,Teich - Triberg im Schwarzwald Foto
5,non-natura,Sulzbach an der Murr,https://www.wikiloc.com/hiking-trails/sulzbach-an-der-murr-21825705,4,Sulzbach an der Murr
5,non-natura,"Es el circuito que siempre voy. Ofrece muy lindo paisaje dentro de los limites de la ciudad de Stuttgart. Generalmente es fácil pero tiene sus dificultades. Se puede empezar en qualquier sitio. La dirección no da igual. Recomiendo ir en sentido inverso horario donde la torre de television y en sentido horario alrededor de los lagos. Hay sitios para refrescarse y comer (por ejemplo Bärenschlössle o Degerloch). Hay poco asfalto, muchos caminos de tierra y algunos senderos. Se pasa por la entrada a la ruta oficial de downhill. Dejen sus comentarios.",https://www.wikiloc.com/mountain-biking-trails/stuttgart-alemania-circuito-regular-en-bici-de-montana-27199951,69,"Es ist die Schaltung, die ich immer gehe. Es bietet eine sehr schöne Landschaft innerhalb der Grenzen der Stadt Stuttgart. Es ist im Allgemeinen einfach, hat aber seine Schwierigkeiten. Sie können an jedem Ort beginnen. Die Adresse spielt keine Rolle. Ich empfehle, in die entgegengesetzte Richtung zu gehen, in der der Fernsehturm und in ein Drehbuch um die Seen. Es gibt Websites zum Abkühlen und Essen (zum Beispiel Bärenschnössle oder Degerloch). Es gibt wenig Asphalt, viele unbefestigte Straßen und einige Wege. Es wird durch den Eingang zur offiziellen Downhill -Route geführt. Hinterlasse deine Kommentare."
6,non-natura,"Blaustrumpf Foto, Foto, Haigst",https://www.wikiloc.com/hiking-trails/blaustrumpf-29293915,3,"Blaustrumpf Foto, Foto, Haigst"
5,non-natura,"wandeling langs grindweg en bospaden met mooie panoramas op Zuid Zwarte Woud en Vogezen. Start aan ruime parking Lipple ten westen van Marzell langs L140 ; GPS N 47°4608,5 E 7°4443,8 (N 47.76903 E 7.74550). Markiing blauwe en gele ruit (spaarzaam geplaatst). 8 km gemakkelijk; laatste 2 km sterk stijgend.",https://www.wikiloc.com/hiking-trails/lipple-egerten-marzell-lipple-27442566,46,"Gehen Sie entlang von Grindweg und Waldpfaden mit wunderschönen Panoramen auf dem südschwarzen Wald und Vosges. Beginnen Sie mit geräumigen Lipple -Parkplätzen westlich von Marzell entlang der L140; GPS N 47 ° 4608,5 E 7 ° 4443.8 (N 47,76903 E 7.74550). Markieren Sie blaues und gelbes Fenster (sparsam platziert). 8 km einfach; Letzte 2 km steigen."
6,non-natura,Just can’t miss it,https://www.wikiloc.com/hiking-trails/best-route-in-all-germany-27296721,5,Ich kann es einfach nicht verpassen
3,non-natura,Triberg im Schwarzwald,https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-27446650,3,Triberg im Schwarzwald
6,non-natura,"Triberg im Schwarzwald Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-27349449,4,"Triberg im Schwarzwald Foto, Foto, Foto"
6,non-natura,Triberg im Schwarzwald Foto,https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-27376493,4,Triberg im Schwarzwald Foto
3,non-natura,Triberg incluyendo parada en circuito en los árboles.,https://www.wikiloc.com/hiking-trails/triberg-incluyendo-parada-en-circuito-en-los-arboles-27382806,7,Triberg einschließlich Schaltkreis Stopp in den Bäumen.
6,non-natura,Triberg im Schwarzwald (Cascades),https://www.wikiloc.com/hiking-trails/triberg-im-schwarzwald-cascades-27785373,4,Triberg im Schwarzwald (Cascades)
6,non-natura,"Zona de pocos parques y menos fuentes, no deja de ser curioso que en Alemania a escasos metros de un lago no encontremos fuentes.",https://www.wikiloc.com/bicycle-touring-trails/constanza-con-ninos-5a-etapa-27847443,20,"Zone mit wenigen Parks und weniger Quellen ist es immer noch merkwürdig, dass wir in Deutschland, ein paar Meter von einem See entfernt, keine Quellen finden werden."
6,non-natura,Der Anfang fehlt. Start war am Sendemast.,https://www.wikiloc.com/hiking-trails/hochstrass-24994560,7,Der Anfang fehlt. Start war am Sendemast.
6,non-natura,Nordrach Mühlstein und zurück,https://www.wikiloc.com/hiking-trails/nordrach-23592688,4,Nordrach Mühlstein und zurück
6,non-natura,"Bajada al castillo heidelberg desde konigstuhl Foto, Foto, Inicio escalera a konigstuhl, Castillo de heidelberg, Foto, Barril gigante, Heidelberg",https://www.wikiloc.com/hiking-trails/bajada-al-castillo-heidelberg-desde-konigstuhl-26236817,13,"Download nach Heidelberg Castle von Konigstuhl Foto, Foto, Start Treppe nach Konigstuhl, Heidelberg Castle, Foto, Riesenfass, Heidelberg"
6,non-natura,"Auf dem Premiumweg mit dem Schwarzwaldverein von Schluchsee über Ahaberg und Bildstein nach Aha. Zurück am Seeuferweg oder mit dem Bus. Auerhwild, Blick vom Bildstein, Der Bildstein",https://www.wikiloc.com/hiking-trails/jagersteig-am-svhluchsee-25819236,22,"Auf dem Premiumweg mit dem Schwarzwaldverein von Schluchsee über Ahaberg und Bildstein nach Aha. Zurück am Seeuferweg oder mit dem Bus. Auerhwild, Blick vom Bildstein, Der Bildstein"
6,non-natura,"Hühnersedel Rundweg Foto, Foto",https://www.wikiloc.com/hiking-trails/huhnersedel-rundweg-22019168,3,"Hühnersedel Rundweg Foto, Foto"
6,non-natura,"Schildwende waldweg Quelle unterhalb , Grenze, Zwischenpunkt, Abfahrt Schildwende",https://www.wikiloc.com/hiking-trails/schildwende-waldweg-27174915,7,"Schildwende waldweg Quelle unterhalb , Grenze, Zwischenpunkt, Abfahrt Schildwende"
6,non-natura,"Two points where we did not directly found our way. But nice walk! Photo, Photo, Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/schluchsee-30251349,14,"Zwei Punkte, an denen wir unseren Weg nicht direkt gefunden haben. Aber schöner Spaziergang! Foto, Foto, Foto, Foto, Foto, Foto"
6,non-natura,"Der Ff, Ausblick Farnbuehl, St  Märgen",https://www.wikiloc.com/hiking-trails/wer-27329516,6,"Die FF, Outblick Fairebuhl, St. gewinnt"
6,non-natura,"Hausbergrunde Lehenkopf St. Blasien Dom St. Blasien , Clooney , Aussichtspunkt Luisenruh, Lehenkopfturm, Lehenkopfturm, View Road Häusern and Höchenschwand, Lehenkopfturm , View to Feldberg",https://www.wikiloc.com/hiking-trails/hausbergrunde-lehenkopf-st-blasien-24742173,16,"Hausbergrunde Lehenkopf St. Blasien Dom St. Blasien , Clooney , Aussichtspunkt Luisenruh, Lehenkopfturm, Lehenkopfturm, View Road Häusern and Höchenschwand, Lehenkopfturm , View to Feldberg"
3,non-natura,"Cascadas de agua cristalina, bosques inmensos de abetos negros, prados, etc. La selva negra es uno de los templos del senderismo mundial, y lo demostramos con 5 rutas aptas para todo el mundo.",https://www.wikiloc.com/hiking-trails/cascadas-de-sasbachwalden-selva-negra-27938085,31,"Kritische Wasserfälle, immense Wälder von schwarzen Tannen, Wiesen usw. Der schwarze Dschungel ist einer der Tempel des Weltwanderns, und wir demonstrieren ihn mit 5 Routen, die für alle geeignet sind."
6,non-natura,Kloster skoven ved Neresheim,https://www.wikiloc.com/hiking-trails/kloster-skoven-ved-neresheim-26530306,4,Kloster den Wald in Neresheim
6,non-natura,"Guck a mol Wegle - Oberwolfach N 1, Serrebrunne, Photo",https://www.wikiloc.com/hiking-trails/guck-a-mol-wegle-oberwolfach-27357340,9,"Guck a mol Wegle - Oberwolfach N 1, Serrebrunne, Photo"
5,non-natura,Obertsrot Lautenfelsen Gernsbach,https://www.wikiloc.com/hiking-trails/obertsrot-lautenfelsen-gernsbach-28315865,3,Obertsrot Lautenfelsen Gernsbach
5,non-natura,"Der Zollernblickweg ist ein 7,2 km langer, als Premium-Spazierwanderweg zertifizierter Rundwanderweg um Oberlengenhardt, dem kleinsten Teilort von Schömberg.",https://www.wikiloc.com/hiking-trails/zollernblickweg-premium-spazierwanderweg-oberlengenhardt-28180088,18,"Der Zollernblickweg ist ein 7,2 km langer, als Premium-Spazierwanderweg zertifizierter Rundwanderweg um Oberlengenhardt, dem kleinsten Teilort von Schömberg."
6,non-natura,"Hard and steep most of the time. Magical through the forest. Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/oberkirch-24819144,11,"Die meiste Zeit hart und steil. Magisch durch den Wald. Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos, Fotos"
4,non-natura,10k Loop - Oberherrlingen - Kleines Lautertal - Baden-WürttembergD,https://www.wikiloc.com/trail-running-trails/10k-loop-oberherrlingen-kleines-lautertal-baden-wurttemberg-d-24996917,6,10k Loop - Oberherrlingen - Kleines Lautertal - Baden-WürttembergD
6,non-natura,"Funicular BADEN BADEN , ALEMANIA. Foto, Foto, Foto",https://www.wikiloc.com/hiking-trails/funicular-baden-baden-alemania-26839501,4,"Funicular BADEN BADEN , ALEMANIA. Foto, Foto, Foto"
6,non-natura,"Oberau - Waldsee Foto, Foto",https://www.wikiloc.com/hiking-trails/oberau-waldsee-23592226,3,"Oberau - Waldsee Foto, Foto"
6,non-natura,Freiburg to Bergburg,https://www.wikiloc.com/hiking-trails/freiburg-to-bergburg-22607687,3,Freiburg nach Bergburg
6,non-natura,"Abkürzung von ""Auf felsenwegen von hornberg zu den schlossfelsen""",https://www.wikiloc.com/hiking-trails/rappenfelsen-von-am-rubersbach-in-hornberg-26635642,8,"Abkürzung von ""Auf felsenwegen von hornberg zu den schlossfelsen"""
4,non-natura,"No hay camino abierto y nos tocó volver a bajar y tomar otro camino Foto, Foto",https://www.wikiloc.com/hiking-trails/oberau-27856552,13,Es gibt keinen offen
3,non-natura,Un bonito paseo por los alrededores de Oberharmersbach.,https://www.wikiloc.com/hiking-trails/oberharmersbach-26210735,8,Ein schöner Spaziergang um Oberharmersbach.
6,non-natura,"Ja - was soll man sagen?! Habe versucht die schönsten und bekanntestens Sehenswürdigkeiten in einer Runde abzuwandern. Wurde etwas vergessen? Wenn ja - einfach einen Kommentar posten. Sonst hoffe ich mit meinen Bildern das Wesentliche eingefangen zu haben. Viel Spaß beim Nachwandern. PS: So ""moderat"" ist die Wanderung dann wirklich auch nicht. Einige Höhenmeter sind zu bewältigen - und die Himmelsleiter mit ihren 1200 Stufen ist auch abwärts eine Belastung für die Knie! Alte Brücke, Aussicht auf Heidelberg, BERGBAHN, BISMARCKSÄULE, Ende, HIMMELSLEITER, KLOSTERRUINE ST.MICHAEL, PHILOSOPHENWEG, SCHLOSS, START HEIDELBERG, Unterhalb der Thingstätte, STEPHANSKLOSTER, TALSTATION, Wassertreppe, WILDERERKREUZ, Zum Philosophenweg",https://www.wikiloc.com/hiking-trails/heidelberg-by-himmelin-23644285,82,"Ja - was soll man sagen?! Habe versucht die schönsten und bekanntestens Sehenswürdigkeiten in einer Runde abzuwandern. Wurde etwas vergessen? Wenn ja - einfach einen Kommentar posten. Sonst hoffe ich mit meinen Bildern das Wesentliche eingefangen zu haben. Viel Spaß beim Nachwandern. PS: So ""moderat"" ist die Wanderung dann wirklich auch nicht. Einige Höhenmeter sind zu bewältigen - und die Himmelsleiter mit ihren 1200 Stufen ist auch abwärts eine Belastung für die Knie! Alte Brücke, Aussicht auf Heidelberg, BERGBAHN, BISMARCKSÄULE, Ende, HIMMELSLEITER, KLOSTERRUINE ST.MICHAEL, PHILOSOPHENWEG, SCHLOSS, START HEIDELBERG, Unterhalb der Thingstätte, STEPHANSKLOSTER, TALSTATION, Wassertreppe, WILDERERKREUZ, Zum Philosophenweg"
6,non-natura,"MPI celebration hike Photo, Photo, Photo, Photo, Photo, Photo, Photo, Photo",https://www.wikiloc.com/hiking-trails/mpi-celebration-hike-29758100,4,"MPI Celebration Wanderfoto, Foto, Foto, Foto, Foto, Foto, Foto, Foto"
6,non-natura,1.5X (2X?) Thingstätte Photo,https://www.wikiloc.com/trail-running-trails/1-5x-2x-thingstatte-28854396,4,"1,5x (2x?) Thingstätte Foto"
6,non-natura,"Eine kurze Tour durch die umliegenden Berge von Neckargemünd. Alter Brunnen, Bockfelsenhütte",https://www.wikiloc.com/mountain-biking-trails/neckargemund-3-gipfel-31763613,12,"Eine kurze Tour durch die umliegenden Berge von Neckargemünd. Alter Brunnen, Bockfelsenhütte"
6,non-natura,"Hochfirst desde Hiera Lenzkirch Hiera 39, Foto, Mirador, Foto, Foto, Bosque, Punto panorámicas, Foto,  Cabaña, Foto",https://www.wikiloc.com/hiking-trails/hochfirst-desde-hiera-lenzkirch-26329233,11,"Hochfirst von Hiera Lenzkirch Hiera 39, Foto, Aussicht, Foto, Foto, Wald, Panoramobellpunkt, Foto, Kabine, Foto"
6,non-natura,Mühlenbach Panoramaweg Aussichtspunkt am Grandeckle,https://www.wikiloc.com/hiking-trails/muhlenbach-panoramaweg-30162445,5,Mühlenbach Panoramaweg Aussichtspunkt am Grandeckle
6,non-natura,Spaziergang im Germanswald,https://www.wikiloc.com/walking-trails/spaziergang-im-germanswald-23878433,3,Spaziergang im Germanswald
4,non-natura,"Près Gegenbach, sur WaldParkplatz (WM)",https://www.wikiloc.com/walking-trails/heiligenreute-pres-berghaupten-21960636,5,"Prife Gisebach, Sur Waldpark Power (Wm)"
3,non-natura,Rheinbrücke K‘he - Sonnenbad u.z.,https://www.wikiloc.com/hiking-trails/rheinbrucke-khe-sonnenbad-u-z-25546411,5,Rheinbrücke K‘he - Sonnenbad u.z.
4,non-natura,- Schliengen Stockmatt Kreuzweg Schweighof,https://www.wikiloc.com/hiking-trails/schliengen-stockmatt-kreuzweg-schweighof-27046860,4,- Schliengen Stockmatt Kreuzweg Schweighof
5,non-natura,"Abwechslungs- und aussichtsreiche Wanderung zwischen Tettnang und Grünkraut. Foto, Foto",https://www.wikiloc.com/hiking-trails/madenreute-gornhofen-2018-02-14-22667609,8,"Abwechslungs- und aussichtsreiche Wanderung zwischen Tettnang und Grünkraut. Foto, Foto"
6,non-natura,"Kurze Nachmittagsrunde ausgehend vom Freudenstädter Stadtteil Lauterbad. Wer vor oder nach der Wanderung gut Essen gehen möchte, ist in Lauterbad mit seinen Gastgebern gut aufgehoben! BRÜCKE, LAUTERBAD, LAUTERBAD Ende - Alternativer Parkplatz, VIADUKT",https://www.wikiloc.com/hiking-trails/lauterbad-lombach-lossburg-durch-wald-und-flur-23270077,28,"Kurze Nachmittagsrunde ausgehend vom Freudenstädter Stadtteil Lauterbad. Wer vor oder nach der Wanderung gut Essen gehen möchte, ist in Lauterbad mit seinen Gastgebern gut aufgehoben! BRÜCKE, LAUTERBAD, LAUTERBAD Ende - Alternativer Parkplatz, VIADUKT"
6,non-natura,"Kalikutt Photo, Photo, Photo, Photo, Photo, Au croisement prendre le chemin à gauchenPetite monté, Photo, A droite, Photo",https://www.wikiloc.com/hiking-trails/kalikutt-27131521,12,"Kalikuttfoto, Foto, Foto, Foto, am Scheideweg den Weg links, montiert, Foto, rechts, Foto"
4,non-natura,Ittlingen Bockschaft Berwangen Ittlingen,https://www.wikiloc.com/hiking-trails/ittlingen-bockschaft-berwangen-ittlingen-24004843,3,Ittlingen bockschaft berwangen ittlingen
6,non-natura,Belle randonnée en Forêt-Noire dans la région de Wolfach.,https://www.wikiloc.com/hiking-trails/ippichen-30727680,9,Schöne Wanderung im Schwarzen Wald in der Region Wolfach.
4,non-natura,Jolie randonnée au cœur de la forêt noire,https://www.wikiloc.com/hiking-trails/la-cascade-de-triberg-27309256,8,Schöne Wanderung im Herzen des schwarzen Waldes
6,non-natura,"Igelsberg Zout op een paal, Gravelroad, Foto",https://www.wikiloc.com/hiking-trails/igelsberg-27713161,7,"Igelsberg Salz auf einer Stange, Kiesstraße, Foto"
6,non-natura,"Zware wandeling en heel warm. Foto, Waterbron, Foto",https://www.wikiloc.com/hiking-trails/hohbruck-oppenau-hohbruck-26231536,7,"Schwerer Spaziergang und sehr heiß. Foto, Wasserquelle, Foto"
5,non-natura,5 personen 42.50€ Hangbrug,https://www.wikiloc.com/hiking-trails/hochwiese-hangbrug-27323993,5,"5 Personen 42,50 € Suspensionsbrücke"
4,non-natura,Von den Gertelbacher Wasserfällen zum Plättig,https://www.wikiloc.com/hiking-trails/von-den-gertelbacher-wasserfallen-zum-plattig-29430204,6,Von den Gertelbacher Wasserfällen zum Plättig
