token,count
strommast,2
spazieren,2
gartenrestaurant,2
schlafplatz,2
bahntrasse,2
bootshaus,2
parkmöglichkeit,2
sichtweite,2
schweizerhaus,2
fähre,2
gegenüberliegenden,2
gelände,2
flugfeld,2
wirtsstube,2
eiscafe,2
brotzeit,2
bistro,2
unterkunft,2
holzpavillon,2
standort,2
köthener,2
fuchsbau,2
rondell,2
einkehren,1
rollstühle,1
cafeteria,1
vorbeikommen,1
supermärkte,1
promenade,1
touristenzentrum,1
stadion,1
schwimmbädern,1
pier,1
südufer,1
abbog,1
nachmittag,1
ostufer,1
giebelhaus,1
heilandskirche,1
wochenende,1
stätte,1
platzes,1
parkmöglichkeiten,1
menschenmassen,1
eisenbahnstrecke,1
kaisergarten,1
freizeitzentrum,1
freizeitanlage,1
endstation,1
ortskern,1
kommend,1
gemütlich,1
verbotsschild,1
sitzgelegenheit,1
grillstelle,1
gastraum,1
sportanlagen,1
rampen,1
privatfahrzeug,1
verkehrsmitteln,1
hostel,1
straßenbahn,1
stadtrat,1
autobahnen,1
bänken,1
notausgang,1
grillhütte,1
einmündung,1
tagungs,1
aparthotel,1
wohnplatz,1
googlemaps,1
einladend,1
ehrenmals,1
eisengeländer,1
jahnstraße,1
beschilderung,1
marschierten,1
tourist,1
snackbar,1
heruntergekommen,1
fußballplatz,1
nebenstraßen,1
landgasthof,1
bequemeren,1
zelt,1
austoben,1
tagesgäste,1
hausgäste,1
busses,1
parador,1
oldtimer,1
location,1
unterquert,1
verpflegungsstand,1
befahrbar,1
vorbeikam,1
kriegsdenkmal,1
vorbeifuhr,1
neugebaut,1
marienplatz,1
mittag,1
checkpoint,1
geländes,1
bucht,1
schlossrestaurant,1
abzweigen,1
infopoint,1
reiterhof,1
promenadenweg,1
pizzeria,1
metzgerei,1
schreinerei,1
drehkreuz,1
gedenktafel,1
parkbank,1
autobahnbrücke,1
abbiegung,1
allee,1
eintrittsgebühr,1
wannsee,1
lanke,1
schießstand,1
kletterturm,1
strandweg,1
minigolf,1
badestelle,1
schützenhaus,1
ausfallstraße,1
gastronomiebetrieb,1
verbindungskanal,1
fuhrwerke,1
postkutschen,1
autos,1
anhöhe,1
fahrweg,1
alsterlauf,1
meiendorfer,1
verbindungsweg,1
limesstraße,1
kempinski,1
ramada,1
hofgarten,1
dorfzentrum,1
busse,1
ostseebad,1
hochufer,1
nordwestlich,1
attraktion,1
betriebsbahnhof,1
ehrenfriedhof,1
wasserspender,1
polizei,1
einfahrt,1
bäckerei,1
rückzugsort,1
waldfriedhof,1
weitläufigem,1
industriemuseum,1
westlich,1
imbiss,1
ausflugslokal,1
gedenkstätte,1
hinweisschild,1
infopunkt,1
verkehr,1
römerstraße,1
nordkurve,1
kletterwand,1
nibelungenhalle,1
zimmern,1
fernsehturm,1
hausnummer,1
trainingsgelände,1
wochenenden,1
sommerwochenenden,1
motorradfahrer,1
kriegsgräberstätte,1
schranke,1
fernmeldeturm,1
westtor,1
fahre,1
eisenbahntrasse,1
nebenwegen,1
gehweg,1
ruhebank,1
ambiente,1
rasthaus,1
schulhaus,1
verkehrsstraße,1
rheinblick,1
visavis,1
überdachter,1
hostal,1
bahngleise,1
straßenseite,1
zollhaus,1
westseite,1
versorgungsmöglichkeiten,1
sitzbänke,1
querende,1
supermarkt,1
jägerhof,1
geräumigen,1
ostseite,1
bunker,1
halblinks,1
absperrung,1
bahnhofstrasse,1
hauptstrasse,1
dorfstrasse,1
zuweg,1
schwanenteich,1
stadtteil,1
südwestlich,1
ortsgruppe,1
stadtweg,1
eingangsportal,1
wassertretbecken,1
kiosk,1
fewo,1
großbaustelle,1
parkt,1
wegbeschreibung,1
elbufer,1
ortsmitte,1
holzbänken,1
schönbrunner,1
buslinie,1
gaststätten,1
hasseröder,1
ferienpark,1
schlosstor,1
tageskarte,1
frequentiert,1
hauptsaison,1
holztor,1
sichtachse,1
lokal,1
campus,1
bunkermuseum,1
geräumte,1
stellplätze,1
landstrasse,1
